01/07/1994,4.09618195792042
01/08/1994,3.86140833137294
01/09/1994,3.66149092677123
01/10/1994,3.60702485151338
01/11/1994,3.54115928874277
01/12/1994,3.42903000749759
01/01/1995,3.35554360260064
01/02/1995,3.30042648037832
01/03/1995,3.26807256201438
01/04/1995,3.22263343064232
01/05/1995,3.16192448061452
01/06/1995,3.08269911340014
01/07/1995,3.02759685071709
01/08/1995,2.95490615920075
01/09/1995,2.92507044070555
01/10/1995,2.89124289878971
01/11/1995,2.85132435778078
01/12/1995,2.80890981950624
01/01/1996,2.76331512002581
01/02/1996,2.72355127146246
01/03/1996,2.70435038373792
01/04/1996,2.69653044544613
01/05/1996,2.67778594383925
01/06/1996,2.63354243099848
01/07/1996,2.60180046532156
01/08/1996,2.57374662708632
01/09/1996,2.57364368133906
01/10/1996,2.57030228836419
01/11/1996,2.56466003628436
01/12/1996,2.55749903897523
01/01/1997,2.53518937249726
01/02/1997,2.49575642104475
01/03/1997,2.48531808508738
01/04/1997,2.45681898486297
01/05/1997,2.44240877310167
01/06/1997,2.43510346271353
01/07/1997,2.41817622910976
01/08/1997,2.41600182746505
01/09/1997,2.41600182746505
01/10/1997,2.40183102442096
01/11/1997,2.39369247002288
01/12/1997,2.37398836658027
01/01/1998,2.35772009790473
01/02/1998,2.33715315018311
01/03/1998,2.33668581302051
01/04/1998,2.3313237683533
01/05/1998,2.3313237683533
01/06/1998,2.32597402808869
01/07/1998,2.31947948552921
01/08/1998,2.31947948552921
01/09/1998,2.31947948552921
01/10/1998,2.31947948552921
01/11/1998,2.31947948552921
01/12/1998,2.31947948552921
01/01/1999,2.29696918749179
01/02/1999,2.27085436232505
01/03/1999,2.17431478583402
01/04/1999,2.13209922125321
01/05/1999,2.13145978331821
01/06/1999,2.13145978331821
01/07/1999,2.1099384115207
01/08/1999,2.0769154557739
01/09/1999,2.04723061190133
01/10/1999,2.01757229910449
01/11/1999,1.98014751114387
01/12/1999,1.93128597595228
01/01/2000,1.90781979250448
01/02/2000,1.88855651604086
01/03/2000,1.88497506342036
01/04/2000,1.88158820465199
01/05/2000,1.87914531574152
01/06/2000,1.86663883554338
01/07/2000,1.84943905235647
01/08/2000,1.80856547267403
01/09/2000,1.77623794212732
01/10/2000,1.76406588750354
01/11/2000,1.75756290475595
01/12/2000,1.75073503810733
01/01/2001,1.73752981153963
01/02/2001,1.72905743013198
01/03/2001,1.72319855504483
01/04/2001,1.70952237603653
01/05/2001,1.69042062299667
01/06/2001,1.68301535543277
01/07/2001,1.658796920395
01/08/2001,1.63235280495473
01/09/2001,1.61779267091649
01/10/2001,1.61166833125771
01/11/2001,1.58863315057438
01/12/2001,1.57665060596901
01/01/2002,1.57381773404773
01/02/2002,1.57083315106071
01/03/2002,1.56801073174357
01/04/2002,1.56628781514691
01/05/2002,1.55540001504162
01/06/2002,1.53832461185009
01/07/2002,1.51201554142922
01/08/2002,1.48164188283118
01/09/2002,1.44748132359435
01/10/2002,1.4102507049828
01/11/2002,1.35327771325478
01/12/2002,1.27860706089832
01/01/2003,1.24499226961861
01/02/2003,1.21854974025508
01/03/2003,1.19947803942817
01/04/2003,1.17989183496771
01/05/2003,1.17507403143881
01/06/2003,1.18300013232539
01/07/2003,1.1913395088876
01/08/2003,1.19372696281323
01/09/2003,1.1863714597627
01/10/2003,1.17404399778595
01/11/2003,1.16890083411584
01/12/2003,1.16331691293376
01/01/2004,1.15637864108723
01/02/2004,1.14720103282464
01/03/2004,1.14274432993788
01/04/2004,1.1362676045917
01/05/2004,1.13162793007838
01/06/2004,1.12711945226931
01/07/2004,1.12151189280528
01/08/2004,1.11338418823119
01/09/2004,1.10784496341412
01/10/2004,1.10596482321466
01/11/2004,1.10408787382915
01/12/2004,1.09925116868692
01/01/2005,1.08987821602907
01/02/2005,1.08370111964709
01/03/2005,1.07895372326472
01/04/2005,1.07113444183929
01/05/2005,1.06147501916489
01/06/2005,1.05409634475163
01/07/2005,1.05525712759198
01/08/2005,1.05494064539836
01/09/2005,1.05494064539836
01/10/2005,1.05336060449163
01/11/2005,1.04728634369818
01/12/2005,1.04166137228782
01/01/2006,1.0375113269799
01/02/2006,1.03358370888614
01/03/2006,1.03121192146676
01/04/2006,1.02843514657102
01/05/2006,1.02720250356674
01/06/2006,1.0258688740305
01/07/2006,1.02658748527019
01/08/2006,1.02545947984236
01/09/2006,1.02566461276492
01/10/2006,1.02402617089149
01/11/2006,1.0196417115319
01/12/2006,1.015377127596
01/01/2007,1.00912058
01/02/2007,1.0042
01/03/2007,1
